"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5771","Verify that products are sorted correctly","TestSuite","Thu Dec 04 11:52:56 UTC 2025","passed","Thu Dec 04 11:53:02 UTC 2025","tests.SortTest","AllTests","tests.SortTest","sortProductsTest"
"","12681","Verify that user cannot login with invalid credentials","TestSuite","Thu Dec 04 11:55:14 UTC 2025","passed","Thu Dec 04 11:55:27 UTC 2025","tests.NegativeLoginTest","AllTests","tests.NegativeLoginTest","invalidLoginTest"
"","15432","Verify that user cannot login with invalid credentials","TestSuite","Thu Dec 04 11:54:40 UTC 2025","passed","Thu Dec 04 11:54:55 UTC 2025","tests.NegativeLoginTest","AllTests","tests.NegativeLoginTest","invalidLoginTest"
"","6066","Verify that products are sorted correctly","TestSuite","Thu Dec 04 11:53:55 UTC 2025","passed","Thu Dec 04 11:54:01 UTC 2025","tests.SortTest","AllTests","tests.SortTest","sortProductsTest"
"","4475","Verify that products are sorted correctly","TestSuite","Thu Dec 04 11:53:30 UTC 2025","passed","Thu Dec 04 11:53:35 UTC 2025","tests.SortTest","AllTests","tests.SortTest","sortProductsTest"
"","8878","Verify that user can add and remove product from cart","TestSuite","Thu Dec 04 11:52:41 UTC 2025","passed","Thu Dec 04 11:52:50 UTC 2025","tests.CartTest","AllTests","tests.CartTest","addAndRemoveProductFromCartTest"
"","12257","Verify that user cannot login with invalid credentials","TestSuite","Thu Dec 04 11:53:16 UTC 2025","passed","Thu Dec 04 11:53:28 UTC 2025","tests.NegativeLoginTest","AllTests","tests.NegativeLoginTest","invalidLoginTest"
"","12673","Verify that user cannot login with invalid credentials","TestSuite","Thu Dec 04 11:55:48 UTC 2025","passed","Thu Dec 04 11:56:01 UTC 2025","tests.NegativeLoginTest","AllTests","tests.NegativeLoginTest","invalidLoginTest"
"","12431","Verify that user can login with valid credentials","TestSuite","Thu Dec 04 11:52:28 UTC 2025","passed","Thu Dec 04 11:52:41 UTC 2025","tests.LoginTest","AllTests","tests.LoginTest","validLoginTest"
"","12834","Verify that user cannot login with invalid credentials","TestSuite","Thu Dec 04 11:52:28 UTC 2025","passed","Thu Dec 04 11:52:41 UTC 2025","tests.NegativeLoginTest","AllTests","tests.NegativeLoginTest","invalidLoginTest"
"","12044","Verify that user cannot login with invalid credentials","TestSuite","Thu Dec 04 11:53:48 UTC 2025","passed","Thu Dec 04 11:54:00 UTC 2025","tests.NegativeLoginTest","AllTests","tests.NegativeLoginTest","invalidLoginTest"
"","5871","Verify that products are sorted correctly","TestSuite","Thu Dec 04 11:52:28 UTC 2025","passed","Thu Dec 04 11:52:34 UTC 2025","tests.SortTest","AllTests","tests.SortTest","sortProductsTest"
