"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11025","Verify that user cannot login with invalid credentials","TestSuite","Thu Dec 04 12:00:34 UTC 2025","passed","Thu Dec 04 12:00:45 UTC 2025","tests.NegativeLoginTest","AllTests","tests.NegativeLoginTest","invalidLoginTest"
"","9196","Verify that user cannot login with invalid credentials","TestSuite","Thu Dec 04 12:01:04 UTC 2025","passed","Thu Dec 04 12:01:13 UTC 2025","tests.NegativeLoginTest","AllTests","tests.NegativeLoginTest","invalidLoginTest"
"","8824","Verify that user can add and remove product from cart","TestSuite","Thu Dec 04 11:59:34 UTC 2025","passed","Thu Dec 04 11:59:43 UTC 2025","tests.CartTest","AllTests","tests.CartTest","addAndRemoveProductFromCartTest"
"","7768","Verify that user can login with valid credentials","TestSuite","Thu Dec 04 11:59:39 UTC 2025","passed","Thu Dec 04 11:59:46 UTC 2025","tests.LoginTest","AllTests","tests.LoginTest","validLoginTest"
"","3078","Verify that products are sorted correctly","TestSuite","Thu Dec 04 12:00:25 UTC 2025","passed","Thu Dec 04 12:00:28 UTC 2025","tests.SortTest","AllTests","tests.SortTest","sortProductsTest"
"","4279","Verify that products are sorted correctly","TestSuite","Thu Dec 04 12:00:46 UTC 2025","passed","Thu Dec 04 12:00:51 UTC 2025","tests.SortTest","AllTests","tests.SortTest","sortProductsTest"
"","4458","Verify that products are sorted correctly","TestSuite","Thu Dec 04 11:59:58 UTC 2025","passed","Thu Dec 04 12:00:03 UTC 2025","tests.SortTest","AllTests","tests.SortTest","sortProductsTest"
"","8877","Verify that user cannot login with invalid credentials","TestSuite","Thu Dec 04 12:01:34 UTC 2025","passed","Thu Dec 04 12:01:43 UTC 2025","tests.NegativeLoginTest","AllTests","tests.NegativeLoginTest","invalidLoginTest"
"","11581","Verify that user cannot login with invalid credentials","TestSuite","Thu Dec 04 12:00:04 UTC 2025","passed","Thu Dec 04 12:00:16 UTC 2025","tests.NegativeLoginTest","AllTests","tests.NegativeLoginTest","invalidLoginTest"
"","7914","Verify that user cannot login with invalid credentials","TestSuite","Thu Dec 04 11:59:37 UTC 2025","passed","Thu Dec 04 11:59:45 UTC 2025","tests.NegativeLoginTest","AllTests","tests.NegativeLoginTest","invalidLoginTest"
"","4237","Verify that products are sorted correctly","TestSuite","Thu Dec 04 11:59:35 UTC 2025","passed","Thu Dec 04 11:59:39 UTC 2025","tests.SortTest","AllTests","tests.SortTest","sortProductsTest"
"","8114","Verify that user cannot login with invalid credentials","TestSuite","Thu Dec 04 12:01:59 UTC 2025","passed","Thu Dec 04 12:02:07 UTC 2025","tests.NegativeLoginTest","AllTests","tests.NegativeLoginTest","invalidLoginTest"
