"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3997","Verify that products are sorted correctly","TestSuite","Thu Dec 04 11:48:26 UTC 2025","passed","Thu Dec 04 11:48:30 UTC 2025","tests.SortTest","AllTests","tests.SortTest","sortProductsTest"
"","10192","Verify that user cannot login with invalid credentials","TestSuite","Thu Dec 04 11:49:44 UTC 2025","passed","Thu Dec 04 11:49:54 UTC 2025","tests.NegativeLoginTest","AllTests","tests.NegativeLoginTest","invalidLoginTest"
"","10409","Verify that user cannot login with invalid credentials","TestSuite","Thu Dec 04 11:48:21 UTC 2025","passed","Thu Dec 04 11:48:31 UTC 2025","tests.NegativeLoginTest","AllTests","tests.NegativeLoginTest","invalidLoginTest"
"","10487","Verify that user cannot login with invalid credentials","TestSuite","Thu Dec 04 11:47:48 UTC 2025","passed","Thu Dec 04 11:47:59 UTC 2025","tests.NegativeLoginTest","AllTests","tests.NegativeLoginTest","invalidLoginTest"
"","3117","Verify that products are sorted correctly","TestSuite","Thu Dec 04 11:48:05 UTC 2025","passed","Thu Dec 04 11:48:08 UTC 2025","tests.SortTest","AllTests","tests.SortTest","sortProductsTest"
"","10792","Verify that user cannot login with invalid credentials","TestSuite","Thu Dec 04 11:48:50 UTC 2025","passed","Thu Dec 04 11:49:01 UTC 2025","tests.NegativeLoginTest","AllTests","tests.NegativeLoginTest","invalidLoginTest"
"","10112","Verify that user cannot login with invalid credentials","TestSuite","Thu Dec 04 11:47:21 UTC 2025","passed","Thu Dec 04 11:47:31 UTC 2025","tests.NegativeLoginTest","AllTests","tests.NegativeLoginTest","invalidLoginTest"
"","8719","Verify that user cannot login with invalid credentials","TestSuite","Thu Dec 04 11:49:18 UTC 2025","passed","Thu Dec 04 11:49:27 UTC 2025","tests.NegativeLoginTest","AllTests","tests.NegativeLoginTest","invalidLoginTest"
"","10192","Verify that user can login with valid credentials","TestSuite","Thu Dec 04 11:47:18 UTC 2025","passed","Thu Dec 04 11:47:28 UTC 2025","tests.LoginTest","AllTests","tests.LoginTest","validLoginTest"
"","6940","Verify that user can add and remove product from cart","TestSuite","Thu Dec 04 11:47:20 UTC 2025","passed","Thu Dec 04 11:47:27 UTC 2025","tests.CartTest","AllTests","tests.CartTest","addAndRemoveProductFromCartTest"
"","3686","Verify that products are sorted correctly","TestSuite","Thu Dec 04 11:47:43 UTC 2025","passed","Thu Dec 04 11:47:47 UTC 2025","tests.SortTest","AllTests","tests.SortTest","sortProductsTest"
"","3811","Verify that products are sorted correctly","TestSuite","Thu Dec 04 11:47:21 UTC 2025","passed","Thu Dec 04 11:47:25 UTC 2025","tests.SortTest","AllTests","tests.SortTest","sortProductsTest"
